Rk,Player,Pos,Age,Tm,G,MP,FGP,Distance,2P,0-3,3-10,10-16,16-3P,3P,3PA,2PA,FGA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
395,Monte Morris,PG,26,DEN,75,2239,0.484,16.1,0.545,0.725,0.491,0.49,0.466,0.395,314,459,773,73,84,0.869,27,199,226,333,56,14,78,92,945
396,Emmanuel Mudiay,PG,25,SAC,2,11,0,13,0,,,0,,,0,2,2,3,4,0.75,0,0,0,4,1,0,1,1,3
397,Mychal Mulder,PG,27,TOT,17,240,0.312,19.7,0.304,0.556,0,0.5,0.25,0.315,54,23,77,4,4,1,2,22,24,5,4,2,8,13,69
397,Mychal Mulder,PG,27,ORL,15,195,0.299,19.4,0.333,0.556,0,0.5,0.333,0.283,46,21,67,2,2,1,2,19,21,3,4,1,8,12,55
397,Mychal Mulder,PG,27,MIA,2,44,0.4,22.2,0,,0,,0,0.5,8,2,10,2,2,1,0,3,3,2,0,1,0,1,14
398,Ade Murkey,SG,24,SAC,1,1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
399,Trey Murphy III,SF,21,NOP,62,864,0.394,18.5,0.418,0.582,0.167,0.2,0.143,0.382,186,91,277,45,51,0.882,47,100,147,38,23,7,16,60,334
400,Dejounte Murray,PG,25,SAS,68,2366,0.462,12.7,0.504,0.665,0.418,0.456,0.451,0.327,294,947,1241,196,247,0.794,80,483,563,627,138,23,180,138,1438
401,Mike Muscala,C,30,OKC,43,592,0.456,19.6,0.506,0.688,0.458,0.318,0.429,0.429,163,85,248,48,57,0.842,21,108,129,22,18,26,14,58,344
402,Svi Mykhailiuk,SF,24,TOR,56,716,0.389,17,0.5,0.588,0.522,0.286,0.333,0.306,134,100,234,32,37,0.865,20,72,92,45,26,4,32,54,255
403,Abdel Nader,SF,28,PHO,14,145,0.343,12.9,0.381,0.727,0,,,0.286,14,21,35,6,10,0.6,4,23,27,7,8,4,11,20,34
404,Larry Nance Jr.,C-PF,29,TOT,46,1040,0.522,9.9,0.599,0.704,0.476,0.214,0.333,0.329,70,177,247,40,57,0.702,72,176,248,81,43,20,37,84,321
404,Larry Nance Jr.,C,29,POR,37,858,0.515,10.5,0.61,0.674,0.563,0.3,0.4,0.306,62,136,198,32,49,0.653,58,151,209,73,38,13,27,67,255
404,Larry Nance Jr.,PF,29,NOP,9,182,0.551,7.6,0.561,0.808,0.2,0,0,0.5,8,41,49,8,8,1,14,25,39,8,5,7,10,17,66
405,RJ Nembhard Jr.,SG,22,CLE,14,63,0.333,8,0.375,0.857,0,0,0,0,2,16,18,3,4,0.75,3,4,7,12,1,0,3,2,15
406,Aaron Nesmith,SF,22,BOS,52,574,0.396,18.4,0.612,0.87,0.464,0.167,0.7,0.27,115,67,182,21,26,0.808,15,74,89,22,20,5,31,70,196
407,Raul Neto,PG,29,WAS,70,1372,0.463,12,0.526,0.667,0.449,0.471,0.545,0.292,120,321,441,83,108,0.769,13,121,134,217,55,3,79,104,526
408,Malik Newman,PG,24,CLE,1,8,0.6,14.8,0.75,1,,1,0,0,1,4,5,2,2,1,0,1,1,1,0,0,1,0,8
409,Georges Niang,PF,28,PHI,76,1736,0.437,19.1,0.511,0.627,0.465,0.389,0.2,0.403,387,176,563,52,59,0.881,25,178,203,102,30,13,59,190,700
410,Daishen Nix,SG,19,HOU,24,261,0.403,12.7,0.488,0.667,0.25,,0,0.269,26,41,67,16,30,0.533,7,26,33,40,15,0,26,21,77
411,Zeke Nnaji,PF,21,DEN,41,698,0.516,13.1,0.557,0.727,0.241,0,0.4,0.463,80,106,186,41,65,0.631,56,91,147,17,16,13,23,79,270
412,Nerlens Noel,C,27,NYK,25,562,0.533,5.9,0.561,0.563,0.533,0.6,,0,3,57,60,21,30,0.7,48,93,141,23,30,31,20,67,85
413,Jaylen Nowell,SG,22,MIN,62,975,0.475,14.1,0.526,0.679,0.43,0.508,0.353,0.394,160,253,413,72,92,0.783,22,101,123,130,27,10,36,73,527
414,Frank Ntilikina,SG,23,DAL,58,685,0.399,17.5,0.455,0.462,0.429,0.429,0.5,0.342,111,112,223,24,25,0.96,12,67,79,69,27,7,31,61,240
415,Jusuf Nurkić,C,27,POR,56,1579,0.535,5.9,0.563,0.653,0.481,0.278,0.364,0.268,56,544,600,185,268,0.69,167,452,619,157,62,34,143,189,842
416,David Nwaba,SF,29,HOU,46,609,0.483,9,0.551,0.656,0.294,0.333,,0.306,49,127,176,48,67,0.716,41,110,151,35,28,20,21,55,233
417,Jordan Nwora,SF,23,MIL,62,1185,0.403,16.8,0.455,0.667,0.35,0.333,0.302,0.348,227,235,462,36,43,0.837,37,184,221,59,25,17,57,78,487
418,Royce O'Neale,SF,28,UTA,77,2406,0.457,18.7,0.609,0.686,0.532,0,,0.389,306,138,444,45,56,0.804,64,304,368,191,86,32,79,183,570
419,Semi Ojeleye,PF,27,TOT,30,406,0.303,16.5,0.306,0.667,0.269,0.143,,0.3,50,49,99,23,29,0.793,27,47,74,9,7,6,9,30,98
419,Semi Ojeleye,PF,27,MIL,20,308,0.257,17.9,0.241,0.667,0.188,0,,0.268,41,29,70,10,13,0.769,25,33,58,5,5,5,5,26,57
419,Semi Ojeleye,PF,27,LAC,10,98,0.414,13.2,0.4,0.667,0.4,0.286,,0.444,9,20,29,13,16,0.813,2,14,16,4,2,1,4,4,41
420,Chuma Okeke,PF,23,ORL,70,1749,0.376,18.6,0.48,0.658,0.413,0.346,0.211,0.318,371,204,575,55,65,0.846,47,300,347,118,97,42,57,95,605
421,Josh Okogie,SG,23,MIN,49,516,0.404,12.3,0.491,0.526,0.444,0,,0.298,47,57,104,35,51,0.686,29,41,70,25,26,12,23,53,133
422,Onyeka Okongwu,C,21,ATL,48,992,0.69,2.7,0.69,0.765,0.522,0.667,,,0,226,226,80,110,0.727,115,168,283,53,31,60,44,149,392
423,Isaac Okoro,SF,21,CLE,67,1981,0.48,10.4,0.555,0.648,0.264,0.25,0.143,0.35,157,274,431,119,155,0.768,72,129,201,121,56,22,58,164,588
424,KZ Okpala,PF,22,MIA,21,244,0.435,12,0.488,0.545,0.5,0.25,0,0.346,26,43,69,8,11,0.727,11,30,41,14,4,7,5,25,77
425,Victor Oladipo,SG,29,MIA,8,173,0.479,16.9,0.541,0.667,0.286,0.667,0.333,0.417,36,37,73,14,19,0.737,3,20,23,28,5,1,16,13,99
426,Cameron Oliver,SF,25,ATL,2,43,0.667,7.8,0.75,0.667,1,,1,0.333,3,12,15,2,3,0.667,2,4,6,3,1,1,0,5,23
427,Kelly Olynyk,C,30,DET,40,764,0.448,14.2,0.527,0.64,0.38,0.385,0.5,0.336,119,167,286,69,89,0.775,54,123,177,111,31,19,58,100,365
428,Eugene Omoruyi,SF,24,DAL,4,18,0.4,17.7,0.333,,1,0,0,0.5,2,3,5,2,4,0.5,2,5,7,2,0,0,0,2,7
429,Miye Oni,SG,24,UTA,16,44,0.222,21.8,1,1,,,,0.125,8,1,9,0,1,0,1,6,7,5,0,0,1,7,5
430,Cedi Osman,SF,26,CLE,66,1462,0.432,17.9,0.559,0.654,0.443,0.2,0.417,0.357,359,213,572,87,131,0.664,25,121,146,135,52,10,67,127,709
431,Daniel Oturu,C,22,TOR,3,27,0.5,6.8,0.6,0.667,0.5,,,0,1,5,6,3,5,0.6,1,4,5,0,0,2,0,1,9
432,Kelly Oubre Jr.,SF,26,CHO,76,1999,0.44,16.9,0.578,0.716,0.425,0.308,0.417,0.345,553,379,932,126,189,0.667,79,223,302,84,77,31,67,189,1137
433,Jaysean Paige,PG,27,DET,1,7,0,23.7,0,,,,0,0,2,1,3,0,0,,0,1,1,1,0,0,1,2,0
434,Trayvon Palmer,SG,27,DET,1,17,0,4,0,,0,,,,0,1,1,0,0,,0,2,2,0,0,0,1,2,0
435,Kevin Pangos,PG,29,CLE,24,166,0.326,17.8,0.45,0.6,0.364,0.5,0.5,0.231,26,20,46,3,4,0.75,2,9,11,30,3,0,7,11,39
436,Jabari Parker,PF,26,BOS,12,112,0.474,16.6,0.455,0.75,0.286,0,0.333,0.5,16,22,38,9,9,1,5,23,28,6,4,1,8,13,53
437,Eric Paschall,PF,25,UTA,58,737,0.485,13.4,0.583,0.649,0.512,0.25,1,0.37,108,127,235,66,86,0.767,30,76,106,36,9,5,27,51,334
438,Chris Paul,PG,36,PHO,65,2139,0.493,16.4,0.559,0.72,0.543,0.592,0.482,0.317,199,537,736,169,202,0.837,22,261,283,702,121,20,153,134,958
439,Cameron Payne,PG,27,PHO,58,1278,0.409,13.8,0.449,0.536,0.381,0.53,0.333,0.336,211,376,587,75,89,0.843,24,151,175,282,40,17,103,119,626
440,Elfrid Payton,PG,27,PHO,50,549,0.383,8,0.401,0.5,0.372,0.353,0.25,0.222,18,157,175,12,32,0.375,21,67,88,99,25,6,47,38,150
441,Gary Payton II,SG,29,GSW,71,1248,0.616,10.4,0.754,0.825,0.655,0,0.5,0.358,120,224,344,35,58,0.603,72,175,247,64,96,22,40,131,502
442,Norvel Pelle,C,28,UTA,3,19,0.6,0.4,0.6,0.6,,,,,0,5,5,0,0,,3,3,6,0,0,1,2,1,6
443,Reggie Perry,PF,21,TOT,10,187,0.506,10.5,0.587,0.815,0.333,0.429,0.625,0.188,16,63,79,9,15,0.6,15,32,47,12,9,6,11,33,92
443,Reggie Perry,PF,21,POR,9,177,0.5,10.4,0.581,0.815,0.333,0.429,0.571,0.188,16,62,78,9,15,0.6,15,31,46,12,9,6,11,30,90
443,Reggie Perry,PF,21,IND,1,10,1,20.1,1,,,,1,,0,1,1,0,0,,0,1,1,0,0,0,0,3,2
444,Jamorko Pickett,PF,24,DET,13,176,0.36,21.1,0.455,0.5,0.5,,0,0.333,39,11,50,1,2,0.5,6,26,32,7,0,7,5,12,50
445,Theo Pinson,SF,26,DAL,19,148,0.359,21.9,0.444,0.5,0.333,0,0.667,0.333,30,9,39,10,10,1,2,19,21,17,5,2,5,12,48
446,Mason Plumlee,C,31,CHO,73,1793,0.641,3.1,0.645,0.752,0.424,0.357,0,0,2,318,320,67,171,0.392,176,389,565,226,61,52,100,224,477
447,Jakob Poeltl,C,26,SAS,68,1970,0.618,4.7,0.618,0.747,0.514,0.477,0.333,1,1,662,663,94,190,0.495,262,372,634,189,45,118,109,212,915
448,Aleksej Pokusevski,PF,20,OKC,61,1233,0.408,14.6,0.498,0.703,0.416,0.344,0.304,0.289,197,259,456,35,50,0.7,73,245,318,131,39,38,94,88,464
449,Yves Pons,SF,22,MEM,12,71,0.313,15,0.286,0.25,0,1,,0.333,9,7,16,0,2,0,5,7,12,1,1,4,1,6,13
450,Jordan Poole,SG,22,GSW,76,2283,0.448,17.8,0.55,0.68,0.523,0.457,0.431,0.364,580,478,1058,246,266,0.925,34,226,260,304,60,23,187,206,1405
451,Kevin Porter Jr.,PG,21,HOU,61,1907,0.415,16.5,0.456,0.646,0.291,0.362,0.351,0.375,413,395,808,124,193,0.642,43,224,267,376,69,22,192,156,949
452,Michael Porter Jr.,SF,23,DEN,9,265,0.359,17.2,0.491,0.706,0.3,0.273,0.529,0.208,48,55,103,5,9,0.556,9,50,59,17,10,2,12,16,89
453,Otto Porter Jr.,PF,28,GSW,63,1396,0.464,16.7,0.565,0.746,0.515,0.444,0.414,0.37,216,200,416,49,61,0.803,86,276,362,94,68,29,37,83,515
454,Bobby Portis,C,26,MIL,72,2028,0.479,14.5,0.533,0.644,0.497,0.455,0.437,0.393,338,533,871,85,113,0.752,180,477,657,86,53,51,90,174,1052
455,Kristaps Porziņģis,PF,26,TOT,51,1481,0.459,14.3,0.532,0.762,0.414,0.42,0.456,0.31,252,515,767,248,286,0.867,102,309,411,119,37,84,81,137,1030
455,Kristaps Porziņģis,PF,26,DAL,34,1002,0.451,14.3,0.537,0.778,0.427,0.392,0.41,0.283,173,335,508,147,170,0.865,64,197,261,69,25,59,53,88,654
455,Kristaps Porziņģis,PF,26,WAS,17,479,0.475,14.3,0.522,0.723,0.397,0.478,0.517,0.367,79,180,259,101,116,0.871,38,112,150,50,12,25,28,49,376
456,Micah Potter,C,23,DET,3,31,0.455,8.3,0.556,0.5,0.667,0.5,,0,2,9,11,2,2,1,4,5,9,0,1,1,1,4,12
457,Dwight Powell,C,30,DAL,82,1798,0.671,4.6,0.703,0.792,0.422,0.375,0.125,0.351,37,364,401,166,212,0.783,173,231,404,97,37,39,64,220,717
458,Myles Powell,PG,24,PHI,11,52,0.294,13.5,0.364,0.667,0,,0,0.167,6,11,17,2,2,1,1,5,6,3,1,0,3,8,13
459,Norman Powell,SF-SG,28,TOT,45,1458,0.461,14.4,0.491,0.568,0.407,0.514,0.426,0.419,253,352,605,189,233,0.811,20,125,145,96,42,21,69,106,853
459,Norman Powell,SF,28,POR,40,1333,0.456,14.4,0.492,0.559,0.409,0.464,0.469,0.406,229,313,542,159,198,0.803,17,114,131,82,40,17,62,92,746
459,Norman Powell,SG,28,LAC,5,125,0.508,14.2,0.487,0.667,0.4,0.714,0,0.542,24,39,63,30,35,0.857,3,11,14,14,2,4,7,14,107
460,Joshua Primo,SF,19,SAS,50,965,0.374,15.9,0.444,0.611,0.375,0.263,0.25,0.307,137,133,270,44,59,0.746,32,81,113,81,20,23,57,79,288
461,Taurean Prince,PF,27,MIN,69,1177,0.454,17.2,0.565,0.676,0.463,0.625,0.333,0.376,229,161,390,62,82,0.756,26,148,174,68,47,23,53,116,502
462,Payton Pritchard,PG,24,BOS,71,1001,0.429,20.6,0.461,0.629,0.353,0.478,0.389,0.412,245,128,373,21,21,1,32,102,134,139,25,6,41,61,442
463,Trevelin Queen,SG,24,HOU,10,74,0.455,19.6,0.667,0.75,0,,,0.375,24,9,33,4,4,1,7,9,16,4,5,1,7,6,43
464,Neemias Queta,C,22,SAC,15,120,0.447,5.4,0.447,0.529,0.5,0.2,0,,0,38,38,11,17,0.647,14,17,31,6,1,8,6,18,45
465,Immanuel Quickley,PG,22,NYK,78,1802,0.392,18.4,0.448,0.631,0.421,0.404,0.354,0.346,396,328,724,177,201,0.881,31,216,247,275,54,3,99,167,882
466,Jahmi'us Ramsey,SG,20,SAC,19,134,0.414,12.4,0.475,0.667,0.231,0.25,0.6,0.278,18,40,58,7,14,0.5,4,9,13,7,1,1,5,10,60
467,Julius Randle,PF,27,NYK,72,2544,0.411,13.8,0.458,0.627,0.368,0.374,0.335,0.308,390,856,1246,303,401,0.756,125,591,716,370,53,39,245,205,1447
468,Austin Reaves,SG,23,LAL,61,1418,0.459,16.6,0.616,0.746,0.56,0.571,0.231,0.317,167,151,318,99,118,0.839,45,148,193,110,29,20,40,87,444
469,Cam Reddish,SF,22,TOT,49,1012,0.404,15.7,0.442,0.593,0.471,0.273,0.279,0.359,184,224,408,101,112,0.902,25,80,105,48,47,15,57,60,497
469,Cam Reddish,SF,22,ATL,34,797,0.402,15.8,0.421,0.583,0.447,0.293,0.231,0.379,153,190,343,72,80,0.9,20,64,84,38,35,11,44,45,406
469,Cam Reddish,SF,22,NYK,15,215,0.415,15.1,0.559,0.643,0.538,0,0.75,0.258,31,34,65,29,32,0.906,5,16,21,10,12,4,13,15,91
470,Davon Reed,SG,26,DEN,48,668,0.503,18,0.587,0.688,0.5,0.583,0.619,0.43,86,75,161,10,15,0.667,14,94,108,53,24,9,16,63,209
471,Paul Reed,C,22,PHI,38,302,0.563,5.4,0.591,0.767,0.19,0.25,0.333,0.25,8,88,96,6,14,0.429,44,48,92,16,33,14,10,57,116
472,Naz Reid,C,22,MIN,77,1215,0.489,10.6,0.568,0.684,0.379,0.5,,0.343,166,310,476,114,149,0.765,102,199,301,71,40,71,82,172,637
473,Nick Richards,C,24,CHO,50,367,0.667,2.7,0.667,0.774,0.36,1,,,0,90,90,30,43,0.698,34,52,86,13,9,21,24,51,150
474,Josh Richardson,SG,28,TOT,65,1600,0.438,17.2,0.458,0.655,0.39,0.432,0.396,0.415,246,288,534,96,108,0.889,42,143,185,115,56,29,66,116,666
474,Josh Richardson,SG,28,BOS,44,1087,0.443,17.1,0.481,0.703,0.453,0.4,0.432,0.397,156,187,343,61,71,0.859,26,99,125,66,34,23,39,82,427
474,Josh Richardson,SG,28,SAS,21,513,0.429,17.4,0.416,0.571,0.276,0.486,0.313,0.444,90,101,191,35,37,0.946,16,44,60,49,22,6,27,34,239
475,Austin Rivers,SG,29,DEN,67,1480,0.417,17.9,0.563,0.75,0.453,0.143,0,0.342,231,119,350,32,44,0.727,19,95,114,90,51,6,54,121,403
476,Duncan Robinson,SG,27,MIA,79,2043,0.399,22.7,0.569,0.679,0.393,0.556,0.444,0.372,624,102,726,51,61,0.836,24,179,203,129,42,14,60,201,863
477,Justin Robinson,PG,24,TOT,25,304,0.301,21.4,0.313,0.833,0.143,0.182,0.25,0.295,61,32,93,4,8,0.5,4,17,21,32,9,1,17,27,78
477,Justin Robinson,PG,24,MIL,17,198,0.316,20.9,0.4,1,0.25,0.25,0,0.27,37,20,57,2,2,1,2,11,13,21,8,0,11,17,48
477,Justin Robinson,PG,24,SAC,3,15,0.125,16.2,0.2,,0,0,1,0,3,5,8,0,0,,0,1,1,2,0,0,1,2,2
477,Justin Robinson,PG,24,DET,5,91,0.321,23.7,0.143,0,0,0,0.25,0.381,21,7,28,2,6,0.333,2,5,7,9,1,1,5,8,28
478,Mitchell Robinson,C,23,NYK,72,1848,0.761,1.2,0.761,0.781,0.536,,,,0,343,343,88,181,0.486,295,322,617,38,58,133,60,195,610
479,Jeremiah Robinson-Earl,C,21,OKC,49,1087,0.414,15.3,0.478,0.608,0.429,0.2,0.273,0.352,165,159,324,40,54,0.741,75,199,274,49,29,15,39,75,366
480,Isaiah Roby,PF,23,OKC,45,948,0.514,10.8,0.545,0.699,0.425,0.3,0.4,0.444,99,224,323,78,116,0.672,75,142,217,71,36,34,43,109,454
481,Rajon Rondo,PG,35,TOT,39,698,0.386,16.1,0.42,0.641,0.233,0.313,0,0.352,88,88,176,19,26,0.731,15,93,108,170,30,6,68,56,186
481,Rajon Rondo,PG,35,LAL,18,289,0.324,14.1,0.366,0.611,0.125,0.333,0,0.267,30,41,71,1,2,0.5,10,39,49,67,12,5,34,25,55
481,Rajon Rondo,PG,35,CLE,21,409,0.429,17.4,0.468,0.667,0.357,0.3,0,0.397,58,47,105,18,24,0.75,5,54,59,103,18,1,34,31,131
482,Derrick Rose,PG,33,NYK,26,636,0.445,13.4,0.467,0.582,0.508,0.292,0.25,0.402,92,182,274,30,31,0.968,21,57,78,103,22,12,39,15,311
483,Terrence Ross,SG,30,ORL,63,1448,0.397,18,0.493,0.7,0.435,0.523,0.347,0.292,264,290,554,112,130,0.862,20,141,161,116,28,12,75,68,629
484,Terry Rozier,SG,27,CHO,73,2458,0.444,16.4,0.516,0.649,0.396,0.521,0.44,0.374,593,574,1167,150,176,0.852,56,259,315,326,93,25,96,119,1408
485,Ricky Rubio,PG,31,CLE,34,970,0.363,15.4,0.38,0.481,0.294,0.375,0.313,0.339,174,237,411,88,103,0.854,15,126,141,225,49,7,90,75,445
486,D'Angelo Russell,PG,25,MIN,65,2077,0.411,18.2,0.492,0.696,0.392,0.465,0.396,0.34,518,457,975,198,240,0.825,25,191,216,460,62,22,165,130,1176
487,Matt Ryan,SF,24,BOS,1,5,0.2,25.6,,,,,,0.2,5,0,5,0,0,,0,0,0,0,1,0,0,0,3
488,Domantas Sabonis,PF,25,TOT,62,2136,0.573,7.6,0.623,0.739,0.517,0.389,0.219,0.312,125,648,773,246,332,0.741,201,551,752,323,59,27,195,203,1171
488,Domantas Sabonis,PF,25,IND,47,1632,0.58,7.9,0.639,0.75,0.504,0.292,0.278,0.324,108,463,571,191,258,0.74,155,412,567,236,46,22,143,146,888
488,Domantas Sabonis,PF,25,SAC,15,504,0.554,6.8,0.584,0.699,0.539,0.583,0.143,0.235,17,185,202,55,74,0.743,46,139,185,87,13,5,52,57,283
489,Olivier Sarr,C,22,OKC,22,421,0.574,10.8,0.625,0.667,0.575,0.857,0,0.448,29,72,101,24,29,0.828,34,59,93,19,6,15,22,52,153
490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,906,0.377,13,0.442,0.63,0.333,0.379,0.333,0.208,53,138,191,43,54,0.796,27,99,126,184,29,5,46,71,198
490,Tomáš Satoranský,SG,30,NOP,32,481,0.299,12.7,0.355,0.52,0.286,0.375,0,0.161,31,76,107,19,25,0.76,18,46,64,76,14,1,23,33,88
490,Tomáš Satoranský,SF,30,SAS,1,9,,,,,,,,,0,0,0,3,4,0.75,0,1,1,0,0,0,0,0,3
490,Tomáš Satoranský,PG,30,WAS,22,416,0.476,13.3,0.548,0.762,0.412,0.385,0.545,0.273,22,62,84,21,25,0.84,9,52,61,108,15,4,23,38,107
491,Jordan Schakel,SG,23,WAS,4,30,0.091,17.8,0,0,0,,0,0.167,6,5,11,2,2,1,2,6,8,0,1,0,1,0,5
492,Admiral Schofield,SF,24,ORL,38,469,0.419,17.6,0.56,0.632,0.481,0.667,1,0.329,79,50,129,12,15,0.8,17,72,89,25,4,5,21,58,146
493,Dennis Schröder,PG,28,TOT,64,1837,0.431,14.7,0.477,0.639,0.442,0.374,0.427,0.344,250,474,724,157,184,0.853,34,180,214,296,53,8,143,154,867
493,Dennis Schröder,PG,28,BOS,49,1433,0.44,14.5,0.485,0.653,0.471,0.403,0.388,0.349,192,392,584,123,145,0.848,28,136,164,208,41,5,104,116,704
493,Dennis Schröder,PG,28,HOU,15,404,0.393,15.6,0.439,0.593,0.28,0.214,0.625,0.328,58,82,140,34,39,0.872,6,44,50,88,12,3,39,38,163
494,Tre Scott,SF,25,CLE,2,11,0.5,8.2,0.6,0.667,1,0,,0,1,5,6,0,0,,1,1,2,0,1,1,0,2,6
495,Jay Scrubb,SG,21,LAC,18,121,0.391,16.2,0.48,0.545,0.5,0.5,0.25,0.286,21,25,46,7,10,0.7,2,14,16,8,4,3,7,9,49
496,Wayne Selden,SG,27,NYK,3,19,0.25,15.9,0,,0,,,0.5,2,2,4,2,4,0.5,0,1,1,1,0,0,0,1,5
497,Alperen Sengun,C,19,HOU,72,1489,0.474,9,0.539,0.671,0.385,0.318,0.4,0.248,117,408,525,165,232,0.711,138,255,393,185,59,68,145,214,692
498,Collin Sexton,SG,23,CLE,11,316,0.45,11.8,0.538,0.739,0.385,0.4,0.364,0.244,45,106,151,29,39,0.744,13,23,36,23,10,0,31,25,176
499,Landry Shamet,SG,24,PHO,69,1437,0.394,20,0.45,0.628,0.34,0.393,0.444,0.368,334,151,485,68,81,0.84,16,110,126,108,28,9,41,92,573
500,Day'Ron Sharpe,PF,20,BRK,32,391,0.577,3.2,0.592,0.652,0.333,0.333,,0.286,7,142,149,24,41,0.585,81,79,160,17,10,15,30,60,198
501,Pascal Siakam,PF,27,TOR,68,2578,0.494,11.2,0.527,0.716,0.498,0.447,0.371,0.344,218,989,1207,284,379,0.749,128,452,580,360,85,42,181,225,1551
502,Chris Silva,PF,25,TOT,10,91,0.533,4,0.533,0.75,0.333,,0,,0,15,15,10,12,0.833,13,23,36,7,0,1,8,20,26
502,Chris Silva,PF,25,MIN,1,3,,,,,,,,,0,0,0,0,0,,0,1,1,0,0,0,0,0,0
502,Chris Silva,PF,25,MIA,9,88,0.533,4,0.533,0.75,0.333,,0,,0,15,15,10,12,0.833,13,22,35,7,0,1,8,20,26
503,Marko Simonovic,C,22,CHI,9,35,0.267,12.2,0.3,0.6,0,,0,0.2,5,10,15,8,11,0.727,5,5,10,0,1,1,2,6,17
504,Anfernee Simons,SG,22,POR,57,1681,0.443,19,0.49,0.567,0.489,0.483,0.417,0.405,442,355,797,103,116,0.888,26,125,151,221,30,6,115,110,988
505,Zavier Simpson,PG,24,OKC,4,174,0.365,9.1,0.409,0.538,0.391,0.4,0,0.125,8,44,52,5,5,1,2,19,21,30,5,4,10,15,44
506,Jericho Sims,PF,23,NYK,41,555,0.722,2,0.722,0.795,0.5,0,,,0,54,54,12,29,0.414,61,108,169,21,11,22,20,66,90
507,Deividas Sirvydis,SG,21,DET,3,27,0.1,19.4,0,0,0,,,0.143,7,3,10,0,0,,0,6,6,1,3,1,0,4,3
508,Javonte Smart,PG,22,TOT,17,200,0.317,16.3,0.333,0.545,0.3,0.125,0.25,0.296,27,33,60,5,6,0.833,5,19,24,16,6,3,11,12,51
508,Javonte Smart,PG,22,MIL,13,160,0.256,15.4,0.28,0.556,0,0.167,0.25,0.222,18,25,43,5,6,0.833,4,15,19,14,4,2,9,11,31
508,Javonte Smart,PG,22,MIA,4,40,0.471,18.5,0.5,0.5,0.75,0,,0.444,9,8,17,0,0,,1,4,5,2,2,1,2,1,20
509,Marcus Smart,PG,27,BOS,71,2296,0.418,16.1,0.506,0.695,0.439,0.5,0.105,0.331,360,358,718,142,179,0.793,42,228,270,417,119,18,159,160,861
510,Dennis Smith Jr.,PG,24,POR,37,638,0.418,9,0.451,0.522,0.431,0.235,0.45,0.222,27,162,189,42,64,0.656,20,68,88,132,45,12,51,52,206
511,Ish Smith,PG,33,TOT,65,1126,0.43,13.3,0.441,0.5,0.392,0.364,0.487,0.373,67,363,430,15,24,0.625,25,115,140,244,47,23,78,78,410
511,Ish Smith,PG,33,CHO,37,511,0.395,11.7,0.394,0.489,0.282,0.368,0.417,0.4,25,160,185,12,19,0.632,11,46,57,98,20,10,36,34,168
511,Ish Smith,PG,33,WAS,28,615,0.457,14.4,0.478,0.513,0.514,0.36,0.519,0.357,42,203,245,3,5,0.6,14,69,83,146,27,13,42,44,242
512,Jalen Smith,PF,21,TOT,51,924,0.503,12.4,0.596,0.765,0.5,0.364,0.389,0.328,122,228,350,78,102,0.765,101,206,307,24,15,41,42,96,470
512,Jalen Smith,PF,21,PHO,29,382,0.46,11.4,0.551,0.706,0.556,0.2,0.333,0.231,39,98,137,40,52,0.769,55,84,139,6,6,18,22,52,175
512,Jalen Smith,PF,21,IND,22,543,0.531,13.1,0.631,0.794,0.439,0.5,0.444,0.373,83,130,213,38,50,0.76,46,122,168,18,9,23,20,44,295
513,Xavier Sneed,SF,24,TOT,9,39,0.2,20.9,0.5,1,,0,,0.125,8,2,10,0,0,,2,4,6,1,0,0,0,2,5
513,Xavier Sneed,SF,24,MEM,2,8,0,24.3,,,,,,0,2,0,2,0,0,,1,1,2,0,0,0,0,2,0
513,Xavier Sneed,SF,24,UTA,7,31,0.25,20.1,0.5,1,,0,,0.167,6,2,8,0,0,,1,3,4,1,0,0,0,0,5
514,Tony Snell,SG,30,TOT,53,822,0.404,20,0.558,0.722,0.375,0.5,0.667,0.352,128,43,171,4,4,1,16,87,103,28,16,9,19,70,187
514,Tony Snell,SG,30,POR,38,546,0.371,20.8,0.545,0.5,0.429,0.6,1,0.32,75,22,97,3,3,1,11,61,72,20,8,7,11,44,99
514,Tony Snell,SG,30,NOP,15,277,0.446,18.9,0.571,0.9,0.333,0,0,0.396,53,21,74,1,1,1,5,26,31,8,8,2,8,26,88
515,Jaden Springer,SG,19,PHI,2,6,1,9.1,1,,1,,,,0,1,1,0,0,,1,1,2,0,0,2,1,0,2
516,Cassius Stanley,SG,22,DET,9,155,0.413,12.5,0.517,0.571,0.526,0.5,0,0.235,17,29,46,10,10,1,5,14,19,4,5,2,6,17,52
517,Nik Stauskas,SG,28,TOT,8,39,0.357,20.7,0.25,0,0,1,0,0.4,10,4,14,4,6,0.667,1,2,3,2,0,0,1,1,18
517,Nik Stauskas,SG,28,MIA,2,24,0.375,17.4,0.25,0,0,1,0,0.5,4,4,8,3,4,0.75,1,2,3,1,0,0,0,1,11
